date,product_id,quantity_sold,revenue,orders,product_name,category
2026-02-21,P008,8,119.92,3,Water Bottle,Fitness
2026-02-22,P001,7,89.63,4,Everyday Coffee,Grocery
2026-02-22,P002,2,12.66,2,Organic Cereal,Grocery
2026-02-22,P003,7,132.93,4,Cotton T-Shirt,Apparel
2026-02-22,P004,2,151.98,1,Running Shoes,Footwear
2026-02-22,P005,4,139.96,1,Desk Lamp,Home
2026-02-22,P006,2,49.98,2,Wireless Mouse,Electronics
2026-02-22,P007,15,443.84999999999997,5,Yoga Mat,Fitness
2026-02-22,P008,10,145.4,4,Water Bottle,Fitness
2026-02-23,P001,10,129.25,4,Everyday Coffee,Grocery
2026-02-23,P002,13,79.82000000000001,5,Organic Cereal,Grocery
2026-02-23,P003,7,131.98,4,Cotton T-Shirt,Apparel
2026-02-23,P004,8,635.92,3,Running Shoes,Footwear
2026-02-23,P005,15,510.85,3,Desk Lamp,Home
2026-02-23,P006,3,74.97,2,Wireless Mouse,Electronics
2026-02-23,P007,11,311.9,2,Yoga Mat,Fitness
2026-02-23,P008,7,103.43,4,Water Bottle,Fitness
2026-02-24,P001,9,112.36,3,Everyday Coffee,Grocery
2026-02-24,P002,12,75.28,5,Organic Cereal,Grocery
2026-02-24,P003,10,186.09999999999997,5,Cotton T-Shirt,Apparel
2026-02-24,P004,1,79.99,1,Running Shoes,Footwear
2026-02-24,P005,4,118.97,1,Desk Lamp,Home
2026-02-24,P006,1,24.99,1,Wireless Mouse,Electronics
2026-02-24,P007,10,290.9,4,Yoga Mat,Fitness
2026-02-24,P008,1,14.99,1,Water Bottle,Fitness
2026-02-25,P001,6,76.64,2,Everyday Coffee,Grocery
2026-02-25,P002,8,51.92,4,Organic Cereal,Grocery
2026-02-25,P003,6,110.13999999999999,3,Cotton T-Shirt,Apparel
2026-02-25,P004,7,547.93,4,Running Shoes,Footwear
2026-02-25,P005,3,103.22,2,Desk Lamp,Home
2026-02-25,P006,5,117.44999999999999,3,Wireless Mouse,Electronics
2026-02-25,P007,4,113.96,1,Yoga Mat,Fitness
2026-02-25,P008,10,147.65,6,Water Bottle,Fitness
2026-02-26,P001,8,100.02,5,Everyday Coffee,Grocery
2026-02-26,P002,5,28.560000000000002,2,Organic Cereal,Grocery
2026-02-26,P003,9,163.31,4,Cotton T-Shirt,Apparel
2026-02-26,P005,20,687.55,6,Desk Lamp,Home
2026-02-26,P006,6,147.44,3,Wireless Mouse,Electronics
2026-02-26,P007,3,85.47,2,Yoga Mat,Fitness
2026-02-26,P008,7,101.93,4,Water Bottle,Fitness
2026-02-27,P001,3,38.97,2,Everyday Coffee,Grocery
2026-02-27,P002,8,51.92,4,Organic Cereal,Grocery
2026-02-27,P003,8,146.22,4,Cotton T-Shirt,Apparel
2026-02-27,P004,3,227.96999999999997,3,Running Shoes,Footwear
2026-02-27,P005,3,97.97,2,Desk Lamp,Home
2026-02-27,P006,16,379.84,8,Wireless Mouse,Electronics
2026-02-27,P007,8,236.92,4,Yoga Mat,Fitness
2026-02-27,P008,7,98.18,3,Water Bottle,Fitness
2026-02-28,P001,2,23.38,2,Everyday Coffee,Grocery
2026-02-28,P002,5,30.83,3,Organic Cereal,Grocery
2026-02-28,P003,17,303.83,7,Cotton T-Shirt,Apparel
2026-02-28,P004,9,715.9100000000001,3,Running Shoes,Footwear
2026-02-28,P005,11,384.89,8,Desk Lamp,Home
2026-02-28,P006,11,266.14,5,Wireless Mouse,Electronics
2026-02-28,P007,2,59.98,2,Yoga Mat,Fitness
2026-02-28,P008,8,117.67,4,Water Bottle,Fitness
2026-03-01,P001,3,37.67,2,Everyday Coffee,Grocery
2026-03-01,P002,9,55.49,4,Organic Cereal,Grocery
2026-03-01,P003,5,89.25,3,Cotton T-Shirt,Apparel
2026-03-01,P004,10,791.9,5,Running Shoes,Footwear
2026-03-01,P005,4,134.71,3,Desk Lamp,Home
2026-03-01,P006,1,23.74,1,Wireless Mouse,Electronics
2026-03-01,P007,10,281.90999999999997,4,Yoga Mat,Fitness
2026-03-01,P008,4,59.96,2,Water Bottle,Fitness
2026-03-02,P001,11,138.34,5,Everyday Coffee,Grocery
2026-03-02,P002,1,5.52,1,Organic Cereal,Grocery
2026-03-02,P003,8,150.01999999999998,5,Cotton T-Shirt,Apparel
2026-03-02,P004,7,559.93,4,Running Shoes,Footwear
2026-03-02,P005,8,264.17,5,Desk Lamp,Home
2026-03-02,P006,4,99.96,2,Wireless Mouse,Electronics
2026-03-02,P008,5,72.7,2,Water Bottle,Fitness
2026-03-03,P001,7,90.28,4,Everyday Coffee,Grocery
2026-03-03,P002,4,24.66,4,Organic Cereal,Grocery
2026-03-03,P003,14,262.06,5,Cotton T-Shirt,Apparel
2026-03-03,P004,6,467.94,3,Running Shoes,Footwear
2026-03-03,P006,14,339.85999999999996,7,Wireless Mouse,Electronics
2026-03-03,P007,8,232.42,3,Yoga Mat,Fitness
2026-03-03,P008,18,254.82999999999998,6,Water Bottle,Fitness
2026-03-04,P001,6,75.34,2,Everyday Coffee,Grocery
2026-03-04,P002,2,11.68,1,Organic Cereal,Grocery
2026-03-04,P003,8,150.01999999999998,4,Cotton T-Shirt,Apparel
2026-03-04,P004,6,459.94,2,Running Shoes,Footwear
2026-03-04,P005,7,243.18000000000004,3,Desk Lamp,Home
2026-03-04,P006,5,119.94999999999999,4,Wireless Mouse,Electronics
2026-03-04,P007,9,262.40999999999997,5,Yoga Mat,Fitness
2026-03-04,P008,5,74.95,1,Water Bottle,Fitness
2026-03-05,P002,11,68.78999999999999,5,Organic Cereal,Grocery
2026-03-05,P003,8,149.07,6,Cotton T-Shirt,Apparel
2026-03-05,P004,8,631.92,4,Running Shoes,Footwear
2026-03-05,P005,8,272.92,3,Desk Lamp,Home
2026-03-05,P006,7,171.18,3,Wireless Mouse,Electronics
2026-03-05,P007,6,167.94,2,Yoga Mat,Fitness
2026-03-05,P008,17,239.84,6,Water Bottle,Fitness
2026-03-06,P001,8,90.27999999999999,3,Everyday Coffee,Grocery
2026-03-06,P002,11,63.93,5,Organic Cereal,Grocery
2026-03-06,P003,4,73.11,3,Cotton T-Shirt,Apparel
2026-03-06,P004,20,1523.8,7,Running Shoes,Footwear
2026-03-06,P005,4,139.96,2,Desk Lamp,Home
2026-03-06,P006,18,442.32,7,Wireless Mouse,Electronics
2026-03-06,P007,4,115.46,4,Yoga Mat,Fitness
2026-03-06,P008,10,144.65,5,Water Bottle,Fitness
2026-03-07,P001,11,141.59,6,Everyday Coffee,Grocery
2026-03-07,P002,11,67.17,7,Organic Cereal,Grocery
2026-03-07,P003,5,91.15,4,Cotton T-Shirt,Apparel
2026-03-07,P004,3,227.96999999999997,2,Running Shoes,Footwear
2026-03-07,P005,6,188.94,3,Desk Lamp,Home
2026-03-07,P006,8,192.42,4,Wireless Mouse,Electronics
2026-03-07,P007,8,224.92,4,Yoga Mat,Fitness
2026-03-07,P008,6,83.94,4,Water Bottle,Fitness
2026-03-08,P001,4,51.96,3,Everyday Coffee,Grocery
2026-03-08,P002,10,62.3,4,Organic Cereal,Grocery
2026-03-08,P003,9,162.35999999999999,7,Cotton T-Shirt,Apparel
2026-03-08,P004,7,531.9300000000001,3,Running Shoes,Footwear
2026-03-08,P005,12,404.13,4,Desk Lamp,Home
2026-03-08,P006,7,164.93,4,Wireless Mouse,Electronics
2026-03-08,P007,10,299.9,4,Yoga Mat,Fitness
2026-03-08,P008,6,88.44,3,Water Bottle,Fitness
2026-03-09,P001,15,188.35000000000002,7,Everyday Coffee,Grocery
2026-03-09,P002,14,89.24000000000001,6,Organic Cereal,Grocery
2026-03-09,P003,11,192.74,3,Cotton T-Shirt,Apparel
2026-03-09,P004,2,159.98,2,Running Shoes,Footwear
2026-03-09,P006,8,188.67,5,Wireless Mouse,Electronics
2026-03-09,P007,3,85.47,1,Yoga Mat,Fitness
2026-03-09,P008,9,132.66,4,Water Bottle,Fitness
2026-03-10,P001,9,115.61,4,Everyday Coffee,Grocery
2026-03-10,P002,2,11.69,2,Organic Cereal,Grocery
2026-03-10,P003,6,113.94,2,Cotton T-Shirt,Apparel
2026-03-10,P004,12,947.88,6,Running Shoes,Footwear
2026-03-10,P005,6,199.44,4,Desk Lamp,Home
2026-03-10,P006,5,124.94999999999999,2,Wireless Mouse,Electronics
2026-03-10,P007,5,136.45,3,Yoga Mat,Fitness
2026-03-10,P008,11,157.39,5,Water Bottle,Fitness
2026-03-11,P001,6,77.29,2,Everyday Coffee,Grocery
2026-03-11,P002,15,96.05,8,Organic Cereal,Grocery
2026-03-11,P003,5,92.1,3,Cotton T-Shirt,Apparel
2026-03-11,P004,10,775.9,2,Running Shoes,Footwear
2026-03-11,P005,4,139.96,2,Desk Lamp,Home
2026-03-11,P006,5,124.94999999999999,3,Wireless Mouse,Electronics
2026-03-11,P007,1,28.49,1,Yoga Mat,Fitness
2026-03-11,P008,1,14.99,1,Water Bottle,Fitness
2026-03-12,P001,5,60.4,3,Everyday Coffee,Grocery
2026-03-12,P002,2,12.66,2,Organic Cereal,Grocery
2026-03-12,P003,9,165.20999999999998,3,Cotton T-Shirt,Apparel
2026-03-12,P004,12,959.88,5,Running Shoes,Footwear
2026-03-12,P005,8,267.67,4,Desk Lamp,Home
2026-03-12,P006,5,124.94999999999999,2,Wireless Mouse,Electronics
2026-03-12,P007,11,296.89,4,Yoga Mat,Fitness
2026-03-12,P008,15,221.85000000000002,7,Water Bottle,Fitness
2026-03-13,P001,8,100.67,5,Everyday Coffee,Grocery
2026-03-13,P002,10,62.300000000000004,5,Organic Cereal,Grocery
2026-03-13,P003,5,93.05,2,Cotton T-Shirt,Apparel
2026-03-13,P004,10,755.9,4,Running Shoes,Footwear
2026-03-13,P005,27,939.48,10,Desk Lamp,Home
2026-03-13,P006,2,49.98,2,Wireless Mouse,Electronics
2026-03-13,P007,6,173.94,2,Yoga Mat,Fitness
2026-03-13,P008,7,100.43,3,Water Bottle,Fitness
2026-03-14,P001,6,74.03999999999999,2,Everyday Coffee,Grocery
2026-03-14,P002,7,42.51,3,Organic Cereal,Grocery
2026-03-14,P003,15,284.84999999999997,7,Cotton T-Shirt,Apparel
2026-03-14,P004,16,1251.84,5,Running Shoes,Footwear
2026-03-14,P005,6,209.94,2,Desk Lamp,Home
2026-03-14,P006,1,24.99,1,Wireless Mouse,Electronics
2026-03-14,P007,12,341.88,6,Yoga Mat,Fitness
2026-03-14,P008,15,219.60000000000002,4,Water Bottle,Fitness
2026-03-15,P001,12,155.88,4,Everyday Coffee,Grocery
2026-03-15,P002,9,58.410000000000004,2,Organic Cereal,Grocery
2026-03-15,P003,4,75.96,2,Cotton T-Shirt,Apparel
2026-03-15,P004,6,479.93999999999994,3,Running Shoes,Footwear
2026-03-15,P005,16,535.34,6,Desk Lamp,Home
2026-03-15,P006,8,199.92,3,Wireless Mouse,Electronics
2026-03-15,P007,7,203.92999999999998,4,Yoga Mat,Fitness
2026-03-15,P008,12,166.38,6,Water Bottle,Fitness
2026-03-16,P001,9,113.00999999999999,3,Everyday Coffee,Grocery
2026-03-16,P002,3,19.47,2,Organic Cereal,Grocery
2026-03-16,P003,14,256.36,7,Cotton T-Shirt,Apparel
2026-03-16,P004,8,615.92,5,Running Shoes,Footwear
2026-03-16,P005,7,243.18,4,Desk Lamp,Home
2026-03-16,P006,9,224.90999999999997,5,Wireless Mouse,Electronics
2026-03-16,P007,10,299.9,3,Yoga Mat,Fitness
2026-03-16,P008,11,157.39000000000001,6,Water Bottle,Fitness
2026-03-17,P001,6,77.94,2,Everyday Coffee,Grocery
2026-03-17,P002,6,37.65,3,Organic Cereal,Grocery
2026-03-17,P003,10,188.95,5,Cotton T-Shirt,Apparel
2026-03-17,P004,12,919.8799999999999,6,Running Shoes,Footwear
2026-03-17,P006,6,147.44,2,Wireless Mouse,Electronics
2026-03-17,P007,4,113.96,1,Yoga Mat,Fitness
2026-03-17,P008,4,59.96,3,Water Bottle,Fitness
2026-03-18,P001,6,77.28999999999999,4,Everyday Coffee,Grocery
2026-03-18,P002,5,32.13,4,Organic Cereal,Grocery
2026-03-18,P003,10,186.1,5,Cotton T-Shirt,Apparel
2026-03-18,P004,3,239.97,1,Running Shoes,Footwear
2026-03-18,P005,10,328.9,4,Desk Lamp,Home
2026-03-18,P006,7,164.92999999999998,4,Wireless Mouse,Electronics
2026-03-18,P007,1,26.99,1,Yoga Mat,Fitness
2026-03-18,P008,6,89.94,2,Water Bottle,Fitness
2026-03-19,P001,4,51.96,3,Everyday Coffee,Grocery
2026-03-19,P002,5,31.16,4,Organic Cereal,Grocery
2026-03-19,P003,4,75.96,2,Cotton T-Shirt,Apparel
2026-03-19,P004,1,79.99,1,Running Shoes,Footwear
2026-03-19,P005,8,267.67,4,Desk Lamp,Home
2026-03-19,P006,3,73.72,2,Wireless Mouse,Electronics
2026-03-19,P007,9,269.90999999999997,3,Yoga Mat,Fitness
2026-03-19,P008,3,44.97,1,Water Bottle,Fitness
2026-03-20,P001,4,48.06,3,Everyday Coffee,Grocery
2026-03-20,P002,7,41.54,2,Organic Cereal,Grocery
2026-03-20,P003,3,56.97,2,Cotton T-Shirt,Apparel
2026-03-20,P004,8,595.92,5,Running Shoes,Footwear
2026-03-20,P005,9,309.66,3,Desk Lamp,Home
2026-03-20,P006,3,74.97,3,Wireless Mouse,Electronics
2026-03-20,P007,4,119.96,3,Yoga Mat,Fitness
2026-03-20,P008,12,177.63,4,Water Bottle,Fitness
2026-03-21,P001,2,25.98,2,Everyday Coffee,Grocery
2026-03-21,P002,6,37.65,3,Organic Cereal,Grocery
2026-03-21,P003,5,94.94999999999999,3,Cotton T-Shirt,Apparel
2026-03-21,P004,4,307.96,3,Running Shoes,Footwear
2026-03-21,P005,2,69.98,2,Desk Lamp,Home
2026-03-21,P006,5,121.19999999999999,3,Wireless Mouse,Electronics
2026-03-21,P007,7,200.92999999999998,4,Yoga Mat,Fitness
2026-03-21,P008,12,168.63,5,Water Bottle,Fitness
2026-03-22,P001,8,103.92,4,Everyday Coffee,Grocery
2026-03-22,P002,11,69.77000000000001,5,Organic Cereal,Grocery
2026-03-22,P003,5,92.1,3,Cotton T-Shirt,Apparel
2026-03-22,P005,6,202.94,4,Desk Lamp,Home
2026-03-22,P006,11,267.39,6,Wireless Mouse,Electronics
2026-03-22,P007,13,385.37,6,Yoga Mat,Fitness
2026-03-22,P008,3,44.97,2,Water Bottle,Fitness
2026-03-23,P001,12,150.03,5,Everyday Coffee,Grocery
2026-03-23,P002,3,18.5,2,Organic Cereal,Grocery
2026-03-23,P003,5,92.1,2,Cotton T-Shirt,Apparel
2026-03-23,P004,5,391.95,4,Running Shoes,Footwear
2026-03-23,P005,20,699.8,6,Desk Lamp,Home
2026-03-23,P006,1,24.99,1,Wireless Mouse,Electronics
2026-03-23,P007,8,220.42,3,Yoga Mat,Fitness
2026-03-23,P008,2,27.73,2,Water Bottle,Fitness
2026-03-24,P001,6,70.13999999999999,3,Everyday Coffee,Grocery
2026-03-24,P002,10,62.95,4,Organic Cereal,Grocery
2026-03-24,P003,14,260.15999999999997,6,Cotton T-Shirt,Apparel
2026-03-24,P004,4,319.96,1,Running Shoes,Footwear
2026-03-24,P005,16,549.34,5,Desk Lamp,Home
2026-03-24,P006,12,294.88,3,Wireless Mouse,Electronics
2026-03-24,P007,2,53.98,1,Yoga Mat,Fitness
2026-03-24,P008,8,110.18,3,Water Bottle,Fitness
2026-03-25,P001,4,48.06,2,Everyday Coffee,Grocery
2026-03-25,P002,7,45.43000000000001,2,Organic Cereal,Grocery
2026-03-25,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-03-25,P004,15,1171.85,5,Running Shoes,Footwear
2026-03-25,P005,6,208.19,2,Desk Lamp,Home
2026-03-25,P006,5,124.94999999999999,2,Wireless Mouse,Electronics
2026-03-25,P007,3,89.97,1,Yoga Mat,Fitness
2026-03-25,P008,7,98.18,4,Water Bottle,Fitness
2026-03-26,P001,12,153.93,7,Everyday Coffee,Grocery
2026-03-26,P002,17,105.14,5,Organic Cereal,Grocery
2026-03-26,P003,11,198.44,5,Cotton T-Shirt,Apparel
2026-03-26,P004,3,239.96999999999997,2,Running Shoes,Footwear
2026-03-26,P005,1,34.99,1,Desk Lamp,Home
2026-03-26,P006,7,169.92999999999998,3,Wireless Mouse,Electronics
2026-03-26,P007,12,334.38,5,Yoga Mat,Fitness
2026-03-26,P008,8,119.17,3,Water Bottle,Fitness
2026-03-27,P001,5,63.65,2,Everyday Coffee,Grocery
2026-03-27,P002,9,57.440000000000005,4,Organic Cereal,Grocery
2026-03-27,P003,7,126.28,5,Cotton T-Shirt,Apparel
2026-03-27,P004,4,319.96,2,Running Shoes,Footwear
2026-03-27,P005,13,442.62,3,Desk Lamp,Home
2026-03-27,P006,8,199.92000000000002,2,Wireless Mouse,Electronics
2026-03-27,P007,8,230.92,3,Yoga Mat,Fitness
2026-03-27,P008,6,85.44,3,Water Bottle,Fitness
2026-03-28,P001,9,105.86,4,Everyday Coffee,Grocery
2026-03-28,P002,1,6.49,1,Organic Cereal,Grocery
2026-03-28,P003,10,184.2,4,Cotton T-Shirt,Apparel
2026-03-28,P004,5,399.95,2,Running Shoes,Footwear
2026-03-28,P005,9,306.16,4,Desk Lamp,Home
2026-03-28,P006,2,48.73,2,Wireless Mouse,Electronics
2026-03-28,P007,11,290.9,4,Yoga Mat,Fitness
2026-03-28,P008,5,67.45,1,Water Bottle,Fitness
2026-03-29,P001,6,76.64,2,Everyday Coffee,Grocery
2026-03-29,P002,6,38.94,2,Organic Cereal,Grocery
2026-03-29,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-03-29,P004,11,823.89,4,Running Shoes,Footwear
2026-03-29,P005,2,69.98,2,Desk Lamp,Home
2026-03-29,P006,9,221.16,3,Wireless Mouse,Electronics
2026-03-29,P007,10,299.9,6,Yoga Mat,Fitness
2026-03-29,P008,2,29.98,1,Water Bottle,Fitness
2026-03-30,P001,3,38.97,2,Everyday Coffee,Grocery
2026-03-30,P002,6,37.64,4,Organic Cereal,Grocery
2026-03-30,P003,9,155.72,3,Cotton T-Shirt,Apparel
2026-03-30,P004,3,239.97,1,Running Shoes,Footwear
2026-03-30,P006,7,174.93,2,Wireless Mouse,Electronics
2026-03-30,P007,6,179.94,3,Yoga Mat,Fitness
2026-03-30,P008,13,194.12,7,Water Bottle,Fitness
2026-03-31,P001,4,50.66,2,Everyday Coffee,Grocery
2026-03-31,P002,2,12.33,2,Organic Cereal,Grocery
2026-03-31,P003,18,322.83,5,Cotton T-Shirt,Apparel
2026-03-31,P004,5,375.95,3,Running Shoes,Footwear
2026-03-31,P005,4,134.71,2,Desk Lamp,Home
2026-03-31,P006,9,221.16,4,Wireless Mouse,Electronics
2026-03-31,P007,7,205.43,5,Yoga Mat,Fitness
2026-03-31,P008,13,187.37,7,Water Bottle,Fitness
2026-04-01,P001,4,51.96,3,Everyday Coffee,Grocery
2026-04-01,P002,9,58.41,3,Organic Cereal,Grocery
2026-04-01,P003,10,175.65999999999997,4,Cotton T-Shirt,Apparel
2026-04-01,P004,12,935.88,5,Running Shoes,Footwear
2026-04-01,P005,10,344.65,3,Desk Lamp,Home
2026-04-01,P006,17,406.08,7,Wireless Mouse,Electronics
2026-04-01,P007,9,253.41,6,Yoga Mat,Fitness
2026-04-01,P008,5,70.45,3,Water Bottle,Fitness
2026-04-02,P001,7,90.93,2,Everyday Coffee,Grocery
2026-04-02,P002,13,83.08,8,Organic Cereal,Grocery
2026-04-02,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-04-02,P004,2,143.98,1,Running Shoes,Footwear
2026-04-02,P005,8,279.92,3,Desk Lamp,Home
2026-04-02,P007,10,283.4,5,Yoga Mat,Fitness
2026-04-02,P008,6,87.69,2,Water Bottle,Fitness
2026-04-03,P001,7,88.33,5,Everyday Coffee,Grocery
2026-04-03,P002,4,25.310000000000002,3,Organic Cereal,Grocery
2026-04-03,P003,10,186.1,4,Cotton T-Shirt,Apparel
2026-04-03,P004,7,559.93,2,Running Shoes,Footwear
2026-04-03,P005,13,449.62,6,Desk Lamp,Home
2026-04-03,P006,8,199.92000000000002,3,Wireless Mouse,Electronics
2026-04-03,P007,7,194.93,4,Yoga Mat,Fitness
2026-04-03,P008,8,116.17,4,Water Bottle,Fitness
2026-04-04,P001,9,113.66,5,Everyday Coffee,Grocery
2026-04-04,P002,4,22.72,3,Organic Cereal,Grocery
2026-04-04,P003,7,123.42999999999999,3,Cotton T-Shirt,Apparel
2026-04-04,P004,4,315.96,3,Running Shoes,Footwear
2026-04-04,P005,4,131.21,2,Desk Lamp,Home
2026-04-04,P006,8,197.42,3,Wireless Mouse,Electronics
2026-04-04,P007,23,670.27,9,Yoga Mat,Fitness
2026-04-04,P008,4,55.46,2,Water Bottle,Fitness
2026-04-05,P001,13,160.42,5,Everyday Coffee,Grocery
2026-04-05,P002,6,37.97,2,Organic Cereal,Grocery
2026-04-05,P003,4,75.96,1,Cotton T-Shirt,Apparel
2026-04-05,P004,12,911.88,5,Running Shoes,Footwear
2026-04-05,P005,2,62.98,1,Desk Lamp,Home
2026-04-05,P006,10,228.64999999999998,6,Wireless Mouse,Electronics
2026-04-05,P007,16,470.84,7,Yoga Mat,Fitness
2026-04-05,P008,8,119.17,5,Water Bottle,Fitness
2026-04-06,P001,12,155.88,4,Everyday Coffee,Grocery
2026-04-06,P002,12,76.91,4,Organic Cereal,Grocery
2026-04-06,P003,3,54.12,3,Cotton T-Shirt,Apparel
2026-04-06,P004,6,455.94,3,Running Shoes,Footwear
2026-04-06,P005,6,197.69,4,Desk Lamp,Home
2026-04-06,P006,6,149.94,3,Wireless Mouse,Electronics
2026-04-06,P007,6,175.44,2,Yoga Mat,Fitness
2026-04-06,P008,3,44.97,2,Water Bottle,Fitness
2026-04-07,P001,8,100.66999999999999,4,Everyday Coffee,Grocery
2026-04-07,P002,6,36.02,3,Organic Cereal,Grocery
2026-04-07,P003,9,170.91,5,Cotton T-Shirt,Apparel
2026-04-07,P004,2,159.98,1,Running Shoes,Footwear
2026-04-07,P005,9,286.90999999999997,4,Desk Lamp,Home
2026-04-07,P006,9,213.66,6,Wireless Mouse,Electronics
2026-04-07,P007,7,197.93,3,Yoga Mat,Fitness
2026-04-07,P008,3,40.47,3,Water Bottle,Fitness
2026-04-08,P001,7,88.98,5,Everyday Coffee,Grocery
2026-04-08,P002,11,68.78999999999999,4,Organic Cereal,Grocery
2026-04-08,P003,3,56.019999999999996,3,Cotton T-Shirt,Apparel
2026-04-08,P004,5,399.95,2,Running Shoes,Footwear
2026-04-08,P005,10,346.40000000000003,4,Desk Lamp,Home
2026-04-08,P006,7,169.93,3,Wireless Mouse,Electronics
2026-04-08,P007,7,188.93,2,Yoga Mat,Fitness
2026-04-08,P008,2,29.98,1,Water Bottle,Fitness
2026-04-09,P001,4,48.06,2,Everyday Coffee,Grocery
2026-04-09,P002,1,5.84,1,Organic Cereal,Grocery
2026-04-09,P003,13,238.32,6,Cotton T-Shirt,Apparel
2026-04-09,P004,9,663.91,3,Running Shoes,Footwear
2026-04-09,P005,7,227.43,4,Desk Lamp,Home
2026-04-09,P006,4,96.21,4,Wireless Mouse,Electronics
2026-04-09,P007,2,58.48,2,Yoga Mat,Fitness
2026-04-10,P001,12,151.98000000000002,4,Everyday Coffee,Grocery
2026-04-10,P002,10,64.9,4,Organic Cereal,Grocery
2026-04-10,P003,11,201.29,6,Cotton T-Shirt,Apparel
2026-04-10,P004,12,959.88,5,Running Shoes,Footwear
2026-04-10,P005,2,69.98,2,Desk Lamp,Home
2026-04-10,P006,3,74.97,1,Wireless Mouse,Electronics
2026-04-10,P007,5,127.44999999999999,2,Yoga Mat,Fitness
2026-04-10,P008,2,28.48,2,Water Bottle,Fitness
2026-04-11,P001,6,75.99000000000001,2,Everyday Coffee,Grocery
2026-04-11,P002,8,50.620000000000005,5,Organic Cereal,Grocery
2026-04-11,P003,12,216.49,3,Cotton T-Shirt,Apparel
2026-04-11,P004,8,635.92,4,Running Shoes,Footwear
2026-04-11,P005,4,136.46,2,Desk Lamp,Home
2026-04-11,P006,6,141.19,4,Wireless Mouse,Electronics
2026-04-11,P008,13,191.87,6,Water Bottle,Fitness
2026-04-12,P001,13,159.78,4,Everyday Coffee,Grocery
2026-04-12,P002,3,19.47,2,Organic Cereal,Grocery
2026-04-12,P003,9,165.20999999999998,5,Cotton T-Shirt,Apparel
2026-04-12,P004,10,759.9,7,Running Shoes,Footwear
2026-04-12,P005,5,171.45,3,Desk Lamp,Home
2026-04-12,P006,4,96.21,2,Wireless Mouse,Electronics
2026-04-12,P007,5,142.45,4,Yoga Mat,Fitness
2026-04-12,P008,8,116.17,4,Water Bottle,Fitness
2026-04-13,P001,8,103.27,4,Everyday Coffee,Grocery
2026-04-13,P002,2,12.33,1,Organic Cereal,Grocery
2026-04-13,P003,4,75.96,2,Cotton T-Shirt,Apparel
2026-04-13,P005,1,34.99,1,Desk Lamp,Home
2026-04-13,P006,12,294.88,8,Wireless Mouse,Electronics
2026-04-13,P007,3,80.97,1,Yoga Mat,Fitness
2026-04-13,P008,1,14.99,1,Water Bottle,Fitness
2026-04-14,P001,12,140.94,5,Everyday Coffee,Grocery
2026-04-14,P002,6,37.32,5,Organic Cereal,Grocery
2026-04-14,P003,5,94.0,5,Cotton T-Shirt,Apparel
2026-04-14,P004,1,79.99,1,Running Shoes,Footwear
2026-04-14,P005,11,376.14000000000004,6,Desk Lamp,Home
2026-04-14,P006,2,49.98,1,Wireless Mouse,Electronics
2026-04-14,P007,1,25.49,1,Yoga Mat,Fitness
2026-04-14,P008,7,96.68,5,Water Bottle,Fitness
2026-04-15,P001,18,230.57,7,Everyday Coffee,Grocery
2026-04-15,P002,3,18.5,1,Organic Cereal,Grocery
2026-04-15,P003,5,94.94999999999999,2,Cotton T-Shirt,Apparel
2026-04-15,P004,7,523.93,5,Running Shoes,Footwear
2026-04-15,P005,10,349.90000000000003,4,Desk Lamp,Home
2026-04-15,P006,2,44.98,2,Wireless Mouse,Electronics
2026-04-15,P007,7,197.92999999999998,3,Yoga Mat,Fitness
2026-04-15,P008,9,133.41,4,Water Bottle,Fitness
2026-04-16,P001,2,24.68,1,Everyday Coffee,Grocery
2026-04-16,P002,16,101.25,5,Organic Cereal,Grocery
2026-04-16,P003,10,189.89999999999998,3,Cotton T-Shirt,Apparel
2026-04-16,P004,4,303.96,4,Running Shoes,Footwear
2026-04-16,P005,12,409.38,4,Desk Lamp,Home
2026-04-16,P006,10,244.89999999999998,6,Wireless Mouse,Electronics
2026-04-16,P007,4,118.46,3,Yoga Mat,Fitness
2026-04-16,P008,10,149.9,6,Water Bottle,Fitness
2026-04-17,P001,15,194.2,8,Everyday Coffee,Grocery
2026-04-17,P002,4,25.310000000000002,3,Organic Cereal,Grocery
2026-04-17,P003,4,72.16,3,Cotton T-Shirt,Apparel
2026-04-17,P004,10,779.9,6,Running Shoes,Footwear
2026-04-17,P005,17,545.83,8,Desk Lamp,Home
2026-04-17,P007,11,296.9,4,Yoga Mat,Fitness
2026-04-17,P008,12,166.39,5,Water Bottle,Fitness
2026-04-18,P001,12,154.57999999999998,6,Everyday Coffee,Grocery
2026-04-18,P002,6,35.7,5,Organic Cereal,Grocery
2026-04-18,P003,4,75.00999999999999,2,Cotton T-Shirt,Apparel
2026-04-18,P004,3,215.97,1,Running Shoes,Footwear
2026-04-18,P006,7,169.93,4,Wireless Mouse,Electronics
2026-04-18,P007,7,200.93,3,Yoga Mat,Fitness
2026-04-18,P008,15,215.11,5,Water Bottle,Fitness
2026-04-19,P001,6,77.94,3,Everyday Coffee,Grocery
2026-04-19,P002,9,58.09,5,Organic Cereal,Grocery
2026-04-19,P004,18,1407.82,6,Running Shoes,Footwear
